"","tax_yr","zip3","count","b_zip3","count_selfemp_only","b_zip3_selfemp_only"
"6780",2006,506,7264,0.00702092511013216,5707,0.0323604060913706
"6781",2007,506,7258,0.00785340314136126,5758,0.0359394703656999
"6782",2008,506,7223,0.00789145784300152,5700,0.0367504835589942
"6783",2009,506,7782,0.00860961192495502,6151,0.0409535452322738
"6784",1996,507,4868,0.00493015612161052,6051,0.041025641025641
"6785",1997,507,5164,0.00387296669248644,6471,0.0359066427289048
"6786",1998,507,5051,0.00435557315383092,6720,0.0409683426443203
"6787",1999,507,5068,0.0037490134175217,4564,0.0366088631984586
"6788",2000,507,5271,0.0037943464238285,4808,0.0405679513184584
"6789",2001,507,5250,0.00533333333333333,4708,0.0539499036608863
"6790",2002,507,5325,0.0063849765258216,4764,0.0641509433962264
"6791",2003,507,5457,0.0089792926516401,4847,0.0772870662460568
"6792",2004,507,5540,0.00974729241877256,4833,0.0768136557610242
"6793",2005,507,5736,0.00749651324965132,4946,0.0566534914361001
"6794",2006,507,5916,0.0126774847870183,5045,0.0882352941176471
"6795",2007,507,6172,0.0170123136746598,5189,0.109261186264308
"6796",2008,507,6174,0.011175898931001,5274,0.0791284403669725
"6797",2009,507,6252,0.0107165706973768,5306,0.0762229806598407
"6798",1996,508,2276,0.0109841827768014,2431,0.0437828371278459
"6799",1997,508,2149,0.00511865984178688,2462,0.0205223880597015
"6800",1998,508,2063,0.0101793504604944,2513,0.0418326693227092
"6801",1999,508,1976,0.0131578947368421,1464,0.0550847457627119
"6802",2000,508,1930,0.0103626943005181,1422,0.0413223140495868
"6803",2001,508,1970,0.0101522842639594,1534,0.0433839479392625
"6804",2002,508,2107,0.0132890365448505,1538,0.054368932038835
"6805",2003,508,2143,0.0135324311712552,1639,0.055984555984556
"6806",2004,508,2020,0.0103960396039604,1469,0.0423387096774194
"6807",2005,508,2035,0.0108108108108108,1491,0.0449897750511247
"6808",2006,508,2057,0.00923675255226057,1482,0.0384615384615385
"6809",2007,508,2055,0.0097323600973236,1526,0.0446428571428571
"6810",2008,508,2116,0.00472589792060491,1547,0.0209205020920502
"6811",2009,508,2179,0.00642496558054153,1334,0.0305676855895196
"6812",1996,510,4729,0.00613237470924085,5926,0.0248713550600343
"6813",1997,510,4560,0.00635964912280702,5978,0.0263157894736842
"6814",1998,510,4412,0.00747960108794198,6103,0.0316698656429942
"6815",1999,510,4273,0.00748888368827522,3308,0.032064128256513
"6816",2000,510,4158,0.00913900913900914,3268,0.040468583599574
"6817",2001,510,4129,0.00581254541051102,3266,0.0268756998880179
"6818",2002,510,4553,0.00834614539863826,3455,0.0353159851301115
"6819",2003,510,4521,0.0106171201061712,3496,0.0469208211143695
"6820",2004,510,4537,0.00815516861362134,3524,0.0377166156982671
"6821",2005,510,4571,0.0109385254867644,3527,0.0482160077145612
"6822",2006,510,4489,0.00735130318556471,3698,0.0324803149606299
"6823",2007,510,4417,0.0070183382386235,3505,0.0335861321776815
"6824",2008,510,4537,0.00749393872603042,3573,0.0358649789029536
"6825",2009,510,4952,0.00848142164781906,3847,0.0408560311284047
"6826",1996,511,5614,0.00338439615247595,7326,0.0314569536423841
"6827",1997,511,5417,0.00479970463356101,7284,0.0431893687707641
"6828",1998,511,5512,0.00598693759071118,7732,0.059245960502693
"6829",1999,511,5467,0.00585330162794952,4875,0.0573476702508961
"6830",2000,511,5420,0.00553505535055351,4878,0.0552486187845304
"6831",2001,511,5444,0.00789860396767083,4831,0.0755711775043937
"6832",2002,511,5821,0.00962034014774094,5226,0.0876369327073552
"6833",2003,511,5976,0.00903614457831325,5216,0.074585635359116
"6834",2004,511,6092,0.00935653315824032,5298,0.0766129032258065
"6835",2005,511,6285,0.0108194112967383,5475,0.0895915678524374
"6836",2006,511,6396,0.00953721075672295,5698,0.0813333333333333
"6837",2007,511,6686,0.00777744540831588,5874,0.0681520314547838
"6838",2008,511,6795,0.00618101545253863,6009,0.0564516129032258
"6839",2009,511,7360,0.00801630434782609,6421,0.0700712589073634
"6840",1996,512,2167,0.00646054453161052,2552,0.0211480362537764
"6841",1997,512,2010,0.00646766169154229,2530,0.0219224283305228
"6842",1998,512,1925,0.00571428571428571,2590,0.0198915009041591
"6843",1999,512,1881,0.00691121743753323,1277,0.0250481695568401
"6844",2000,512,1771,0.00677583286278938,1211,0.0250521920668058
"6845",2001,512,1729,0.00578368999421631,1208,0.0216450216450216
"6846",2002,512,1942,0.00720906282183316,1327,0.0267686424474187
"6847",2003,512,1973,0.00760263558033452,1348,0.0276752767527675
"6848",2004,512,1895,0.0079155672823219,1316,0.03
"6849",2005,512,1903,0.00630583289542827,1329,0.024390243902439
"6850",2006,512,1926,0.00571131879543095,1340,0.0218253968253968
"6851",2007,512,1878,0.0053248136315229,1327,0.0214592274678112
"6852",2008,512,1917,0.00625978090766823,1319,0.0246406570841889
"6853",2009,512,2193,0.00455996352029184,1378,0.0189393939393939
"6854",1996,513,2715,0.00368324125230203,3183,0.0141242937853107
"6855",1997,513,2562,0.00741608118657299,3243,0.0317195325542571
"6856",1998,513,2536,0.00630914826498423,3316,0.0278260869565217
"6857",1999,513,2446,0.00817661488143908,1879,0.035650623885918
"6858",2000,513,2355,0.00806794055201699,1889,0.0376984126984127
"6859",2001,513,2368,0.0122466216216216,1838,0.0563106796116505
"6860",2002,513,2564,0.0078003120124805,1917,0.0323101777059774
"6861",2003,513,2521,0.0122967076556922,1898,0.0509031198686371
"6862",2004,513,2448,0.00898692810457516,1792,0.0373514431239389
"6863",2005,513,2543,0.0114038537160834,1893,0.0474631751227496
"6864",2006,513,2501,0.00999600159936026,1872,0.0415282392026578
"6865",2007,513,2569,0.00817438692098093,1929,0.0364583333333333
"6866",2008,513,2528,0.00870253164556962,1905,0.0380622837370242
"6867",2009,513,2856,0.0157563025210084,1942,0.0697674418604651
"6868",1996,514,2790,0.00824372759856631,3312,0.0317241379310345
"6869",1997,514,2749,0.0065478355765733,3340,0.0265878877400295
"6870",1998,514,2660,0.00714285714285714,3364,0.029595015576324
"6871",1999,514,2672,0.00860778443113772,2041,0.037037037037037
"6872",2000,514,2567,0.00934943513829373,1976,0.0408858603066439
"6873",2001,514,2531,0.0075069142631371,1950,0.0333333333333333
"6874",2002,514,2731,0.00878798974734529,2017,0.0375586854460094
"6875",2003,514,2709,0.00959763750461425,2043,0.0412044374009509
"6876",2004,514,2664,0.00938438438438438,2003,0.040650406504065
"6877",2005,514,2662,0.0112697220135237,1997,0.0483091787439614
"6878",2006,514,2647,0.0117113713638081,1863,0.0530821917808219
"6879",2007,514,2671,0.0108573567952078,2055,0.0513274336283186
"6880",2008,514,2790,0.00931899641577061,2151,0.0453752181500873
"6881",2009,514,2961,0.00574130361364404,2153,0.0284280936454849
"6882",1996,515,8715,0.00504876649454963,11009,0.0302405498281787
"6883",1997,515,8413,0.00534886485201474,10951,0.0320284697508897
"6884",1998,515,8268,0.00641025641025641,11345,0.0398796087283672
"6885",1999,515,8019,0.00685871056241427,6717,0.0450081833060556
"6886",2000,515,7759,0.00541306869441938,6604,0.0359281437125748
"6887",2001,515,7887,0.00798782807151008,6596,0.0493730407523511
"6888",2002,515,8444,0.00876361913784936,6935,0.0507892930679478
"6889",2003,515,8441,0.00758204004264898,6954,0.0439862542955326
"6890",2004,515,8371,0.00919842312746386,6862,0.0523809523809524
"6891",2005,515,8563,0.00829148662851804,7046,0.048070412999323
"6892",2006,515,8454,0.0085166784953868,7026,0.0512455516014235
"6893",2007,515,8788,0.00876194811106054,7338,0.0533240997229917
"6894",2008,515,8871,0.00800360725960996,7429,0.0510424155283968
"6895",2009,515,9283,0.00743294193687386,7865,0.0499637943519189
"6896",1996,516,1428,0.00560224089635854,1756,0.0241691842900302
"6897",1997,516,1359,0.00294334069168506,1738,0.0138888888888889
"6898",1998,516,1372,0.0102040816326531,1799,0.049469964664311
"6899",1999,516,1253,0.00798084596967279,853,0.0411522633744856
"6900",2000,516,1240,0.00887096774193548,954,0.0482456140350877
"6901",2001,516,1286,0.0031104199066874,895,0.0163265306122449
"6902",2002,516,1360,0.00808823529411765,973,0.0416666666666667
"6903",2003,516,1330,0.0075187969924812,943,0.0352112676056338
"6904",2004,516,1314,0.0114155251141553,916,0.0549450549450549
"6905",2005,516,1356,0.0110619469026549,984,0.0557620817843866
"6906",2006,516,1366,0.00439238653001464,1003,0.0238095238095238
"6907",2007,516,1371,0.0102115244347192,1032,0.0522388059701493
"6908",2008,516,1373,0.00873998543335761,991,0.046875
"6909",2009,516,1496,0.00935828877005348,790,0.0540540540540541
"6910",1996,520,6596,0.00697392359005458,8729,0.0332850940665702
"6911",1997,520,6399,0.00562587904360056,8726,0.0271493212669683
"6912",1998,520,6344,0.00725094577553594,9053,0.037797863599014
"6913",1999,520,6172,0.0103694102397926,5068,0.0569395017793594
"6914",2000,520,6017,0.00781120159547948,4915,0.0411919368974584
"6915",2001,520,6172,0.00793907971484122,5012,0.0406639004149378
"6916",2002,520,6618,0.00664853430039287,5188,0.0321872713972202
"6917",2003,520,6698,0.00940579277396238,5284,0.0455531453362256
"6918",2004,520,6571,0.00867447877035459,5189,0.0418195157740279
"6919",2005,520,6722,0.0101160368937816,5268,0.0476190476190476
"6920",2006,520,6865,0.0126729788783685,5404,0.0625
"6921",2007,520,6891,0.00885212596139893,5498,0.0447214076246334
"6922",2008,520,7121,0.0108130880494313,5704,0.0549215406562054
"6923",2009,520,7764,0.0122359608449253,6192,0.0618087182823683
"6924",1996,521,3023,0.00661594442606682,3429,0.023696682464455
"6925",1997,521,2880,0.0104166666666667,3496,0.0394218134034166
"6926",1998,521,2807,0.00712504453152832,3584,0.0274348422496571
"6927",1999,521,2635,0.0136622390891841,1972,0.0546282245827011
"6928",2000,521,2462,0.0117790414297319,1804,0.0447530864197531
"6929",2001,521,2510,0.00956175298804781,1892,0.0362537764350453
"6930",2002,521,2847,0.0115911485774499,2100,0.0442359249329759
"6931",2003,521,2861,0.00803914715134568,2080,0.0302233902759527
"6932",2004,521,2802,0.0114204139900071,2012,0.0428380187416332
"6933",2005,521,2853,0.0108657553452506,2048,0.0402075226977951
"6934",2006,521,2839,0.00986262768580486,2074,0.0374832663989291
"6935",2007,521,2863,0.0146699266503667,2060,0.0554089709762533
"6936",2008,521,3002,0.0146568954030646,2215,0.0560509554140127
"6937",2009,521,3223,0.0111697176543593,2084,0.0425029515938607
"6938",1996,522,5209,0.00652716452294106,6944,0.0298507462686567
"6939",1997,522,5114,0.00782166601486117,7018,0.0367985280588776
"6940",1998,522,4985,0.00902708124373119,7312,0.0435203094777563
"6941",1999,522,4930,0.00872210953346856,4032,0.0443298969072165
"6942",2000,522,4902,0.00836393308853529,4047,0.0454042081949059
"6943",2001,522,4953,0.00908540278619019,4042,0.0474683544303797
"6944",2002,522,5594,0.0100107257776189,4453,0.050314465408805
"6945",2003,522,5696,0.0115870786516854,4524,0.0555088309503785
"6946",2004,522,5617,0.00979170375645362,4492,0.0472914875322442
"6947",2005,522,5739,0.0144624499041645,4527,0.0686517783291977
"6948",2006,522,5965,0.0119027661357921,4736,0.0586292320396367
"6949",2007,522,6199,0.0109695112114857,4969,0.0548387096774194
"6950",2008,522,6436,0.0125854568054692,5218,0.0654281098546042
"6951",2009,522,6815,0.0134996331621423,5478,0.0683506686478455
"6952",1996,523,5390,0.00964749536178108,7429,0.0415667466027178
"6953",1997,523,5273,0.00720652380049308,7537,0.0312243221035333
"6954",1998,523,5143,0.00816643982111608,7933,0.0372010628875111
"6955",1999,523,4961,0.00765974601894779,3961,0.0370731707317073
"6956",2000,523,4998,0.00720288115246098,4095,0.0365482233502538
"6957",2001,523,5170,0.00735009671179884,4178,0.0378109452736318
"6958",2002,523,5861,0.00682477392936359,4689,0.033698399326032
"6959",2003,523,6042,0.0087719298245614,4825,0.042332268370607
"6960",2004,523,5986,0.00985633144002673,4799,0.048202614379085
"6961",2005,523,6228,0.0101156069364162,5003,0.0495672698662471
"6962",2006,523,6401,0.00874863302608967,5100,0.043343653250774
"6963",2007,523,6525,0.0101149425287356,5227,0.0501901140684411
"6964",2008,523,6659,0.00705811683435951,5429,0.0375699440447642
"6965",2009,523,7175,0.00975609756097561,5843,0.0533536585365854
"6966",1996,524,5046,0.00495441934205311,7111,0.0348189415041783
"6967",1997,524,5039,0.00615201428854932,7283,0.0476923076923077
"6968",1998,524,4940,0.00809716599190283,7615,0.0625978090766823
"6969",1999,524,4921,0.00548668969721601,4341,0.0454545454545455
"6970",2000,524,5010,0.00658682634730539,4389,0.0570934256055363
"6971",2001,524,5265,0.00740740740740741,4607,0.0594512195121951
"6972",2002,524,5830,0.00686106346483705,5095,0.0528401585204756
"6973",2003,524,6035,0.00845070422535211,5185,0.0598591549295775
"6974",2004,524,6121,0.00963894788433262,5295,0.0677382319173364
"6975",2005,524,6261,0.00910397700047916,5361,0.0616216216216216
"6976",2006,524,6685,0.00792819745699327,5676,0.054639175257732
"6977",2007,524,6796,0.0119187757504414,5788,0.0805970149253731
"6978",2008,524,6868,0.00829935934769948,5817,0.0535211267605634
"6979",2009,524,7349,0.00898081371615186,6167,0.0559796437659033
"6980",1996,525,6665,0.00840210052513128,7830,0.0370125578321216
"6981",1997,525,6530,0.00826952526799388,7911,0.0384615384615385
"6982",1998,525,6357,0.00865187981752399,8310,0.0443548387096774
"6983",1999,525,6186,0.0108309085030715,5003,0.0569727891156463
"6984",2000,525,6145,0.0110659072416599,5063,0.0598591549295775
"6985",2001,525,6300,0.0107936507936508,5105,0.0575783234546994
"6986",2002,525,6904,0.0123117033603708,5436,0.0600282485875706
"6987",2003,525,6893,0.0137820977803569,5339,0.0642325895875592
"6988",2004,525,6730,0.0105497771173848,5376,0.0508595988538682
"6989",2005,525,6786,0.0117889773062187,5283,0.056140350877193
"6990",2006,525,6809,0.0117491555294463,5376,0.0583515681983953
"6991",2007,525,6979,0.0107465252901562,5488,0.0520833333333333
"6992",2008,525,7087,0.00818399887117257,5561,0.0392953929539295
"6993",2009,525,7518,0.00798084596967279,6002,0.0396039603960396
"6994",1996,526,6078,0.00394866732477789,8277,0.0241448692152917
"6995",1997,526,6013,0.00548810909695659,8361,0.035181236673774
"6996",1998,526,5961,0.00754906894816306,8633,0.0504484304932735
"6997",1999,526,5943,0.00723540299512031,5121,0.0518072289156627
"6998",2000,526,5798,0.00655398413245947,5147,0.0455089820359281
"6999",2001,526,5881,0.00731168168678796,4923,0.046186895810956
"7000",2002,526,6388,0.00860989355040701,5282,0.0488888888888889
"7001",2003,526,6578,0.0103374885983582,5443,0.0583190394511149
"7002",2004,526,6530,0.0110260336906585,5352,0.0616438356164384
"7003",2005,526,6722,0.0113061588812853,5564,0.0666666666666667
"7004",2006,526,6800,0.0130882352941176,5606,0.0773913043478261
"7005",2007,526,6948,0.0132412204951065,5744,0.0772460117548279
"7006",2008,526,7006,0.0115615186982586,5864,0.0695278969957082
"7007",2009,526,7417,0.0110556828906566,6160,0.0654952076677316
"7008",1996,527,7502,0.0046654225539856,10808,0.0305410122164049
"7009",1997,527,7493,0.00560523154944615,10957,0.0377697841726619
"7010",1998,527,7581,0.00593589236248516,11510,0.0413983440662374
"7011",1999,527,7496,0.00560298826040555,6412,0.0388170055452865
"7012",2000,527,7440,0.00712365591397849,6374,0.0484018264840183
"7013",2001,527,7582,0.00619889211289897,6513,0.0431985294117647
"7014",2002,527,8222,0.00754074434444174,6925,0.04858934169279
"7015",2003,527,8436,0.00734945471787577,7056,0.045487894350697
"7016",2004,527,8317,0.00793555368522304,7033,0.0509259259259259
"7017",2005,527,8496,0.00894538606403013,7152,0.0560885608856089
"7018",2006,527,8616,0.00696378830083565,7192,0.0431344356578001
"7019",2007,527,8717,0.00952162441206837,7362,0.0602322206095791
"7020",2008,527,8798,0.00807001591270743,7419,0.052014652014652
"7021",2009,527,9705,0.00906749098402885,8241,0.0603566529492455
"7022",1996,528,6216,0.00498712998712999,8018,0.0488188976377953
"7023",1997,528,6234,0.0054539621430863,8157,0.0497076023391813
"7024",1998,528,6298,0.00492219752302318,8492,0.0476190476190476
"7025",1999,528,6293,0.00556173526140156,5636,0.0523952095808383
"7026",2000,528,6299,0.00682648039371329,5585,0.0602240896358543
"7027",2001,528,6288,0.00811068702290076,5547,0.071830985915493
"7028",2002,528,6610,0.00711043872919818,5758,0.0562200956937799
"7029",2003,528,6864,0.0116550116550117,5950,0.0899887514060742
"7030",2004,528,6929,0.00880357916005195,6026,0.0683090705487122
"7031",2005,528,7196,0.0101445247359644,6250,0.0786637931034483
"7032",2006,528,7393,0.0128499932368457,6338,0.0920542635658915
"7033",2007,528,7749,0.0157439669634792,6611,0.107869142351901
"7034",2008,528,7900,0.0112658227848101,6804,0.0824074074074074
"7035",2009,528,8204,0.0147489029741589,7088,0.106140350877193
"7036",1996,530,13922,0.00538715701766988,26527,0.0311461794019934
"7037",1997,530,13377,0.00523286237571952,26525,0.0308505949757602
"7038",1998,530,13180,0.0047040971168437,27806,0.0292867264997638
"7039",1999,530,12945,0.00587099266125917,11209,0.0380190095047524
"7040",2000,530,12940,0.00525502318392581,11174,0.0331545587518284
"7041",2001,530,13825,0.00737793851717902,12013,0.046617915904936
"7042",2002,530,15970,0.00726361928616155,13746,0.042289464090412
"7043",2003,530,16359,0.00776331071581393,13833,0.0437780075835919
"7044",2004,530,16380,0.00842490842490842,13706,0.0459081836327345
"7045",2005,530,16891,0.00793321887395654,14155,0.0435206235790841
"7046",2006,530,17516,0.00816396437542818,14526,0.0444790046656299
"7047",2007,530,17924,0.00914974336085695,14858,0.0499087035909921
"7048",2008,530,18952,0.00791473195441114,15737,0.0428816466552316
"7049",2009,530,21828,0.00783397471137988,18342,0.0452261306532663
"7050",1996,531,19193,0.00515813056843641,32341,0.036490969406561
"7051",1997,531,18911,0.00454761778858865,32847,0.0325264750378215
"7052",1998,531,18702,0.00566784301144263,34395,0.0421638822593477
"7053",1999,531,18528,0.00572107081174439,16336,0.0437654830718415
"7054",2000,531,18651,0.00611227280038604,16452,0.0450771055753262
"7055",2001,531,19364,0.0056290022722578,17163,0.041116559788759
"7056",2002,531,21697,0.00797345255104392,18796,0.0540793998124414
"7057",2003,531,22676,0.00873169871229494,19482,0.0554466535984318
"7058",2004,531,22714,0.00823280795984855,19578,0.0520456443083774
"7059",2005,531,23559,0.00976272337535549,19990,0.0593089221248066
"7060",2006,531,23955,0.010060530160718,20282,0.0606900025182574
"7061",2007,531,25034,0.0127027242949589,21117,0.0740740740740741
"7062",2008,531,25945,0.0113316631335517,21793,0.065478841870824
"7063",2009,531,28517,0.0111161763158818,24197,0.0692442114460463
"7064",1996,532,54271,0.0027454810119585,69879,0.0491749174917492
"7065",1997,532,55784,0.0028861322242937,71748,0.0505335844318895
"7066",1998,532,56675,0.00324658138509043,74456,0.0574102964118565
"7067",1999,532,57284,0.00378814328608337,53804,0.0663811563169165
"7068",2000,532,57245,0.00396541182636038,53380,0.0648942252715838
"7069",2001,532,56931,0.00476014824963552,53167,0.0718071012188659
"7070",2002,532,59859,0.00649860505521308,55362,0.0860619469026549
"7071",2003,532,60153,0.00925972104466943,54908,0.106054836252856
"7072",2004,532,60846,0.012276895769648,54943,0.122479094933596
"7073",2005,532,62077,0.0156096460847013,55217,0.143321993787901
"7074",2006,532,63818,0.0203704284057789,55780,0.164619475750285
"7075",2007,532,66012,0.0243289098951706,57137,0.180327868852459
"7076",2008,532,66902,0.0219724372963439,57384,0.153428660891347
"7077",2009,532,68968,0.0299414221088041,58658,0.195623342175066
"7078",1996,534,6900,0.00434782608695652,9669,0.0642398286937901
"7079",1997,534,6914,0.00318194966734163,9932,0.0468085106382979
"7080",1998,534,6928,0.00288683602771363,10314,0.0431034482758621
"7081",1999,534,6934,0.00317277184886069,6477,0.05
"7082",2000,534,7004,0.00456881781838949,6478,0.0621359223300971
"7083",2001,534,7100,0.00563380281690141,6593,0.0716845878136201
"7084",2002,534,7781,0.00681146382213083,7115,0.0787518573551263
"7085",2003,534,7784,0.0101490236382323,7018,0.103403141361257
"7086",2004,534,8012,0.00986020968547179,7222,0.0947242206235012
"7087",2005,534,8173,0.0122354092744402,7234,0.108108108108108
"7088",2006,534,8357,0.0112480555223166,7418,0.0959183673469388
"7089",2007,534,8712,0.0138888888888889,7710,0.115678776290631
"7090",2008,534,8787,0.0118356663252532,7810,0.100970873786408
"7091",2009,534,9195,0.0174007612833061,8133,0.13986013986014
"7092",1996,535,18844,0.00541286351093186,28304,0.0322682695349573
"7093",1997,535,18340,0.00588876772082879,28560,0.0359520639147803
"7094",1998,535,18327,0.00649315217984395,29988,0.0408653846153846
"7095",1999,535,18062,0.00647768796368066,15292,0.040582726326743
"7096",2000,535,18143,0.00545664994763821,15551,0.035458452722063
"7097",2001,535,18763,0.00788786441400629,15996,0.0494983277591973
"7098",2002,535,20758,0.00814143944503324,17455,0.0478347013869233
"7099",2003,535,21242,0.0086150080030129,17696,0.0486314111081584
"7100",2004,535,21438,0.0103087974624499,17950,0.057417511041829
"7101",2005,535,22110,0.0110357304387155,18170,0.0590942116735287
"7102",2006,535,22392,0.0114773133261879,18381,0.0622426737708888
"7103",2007,535,23352,0.0124614594039054,19254,0.0673923112552108
"7104",2008,535,24409,0.0123315170633783,20105,0.0659653736576813
"7105",2009,535,26743,0.0109187450921737,22029,0.0594583587863979
"7106",1996,537,7478,0.00441294463760364,10493,0.0366666666666667
"7107",1997,537,7520,0.00438829787234043,10671,0.0383275261324042
"7108",1998,537,7527,0.00398565165404544,11124,0.036144578313253
"7109",1999,537,7322,0.00478011472275335,6607,0.0471063257065949
"7110",2000,537,7316,0.00505740841990159,6467,0.0445783132530121
"7111",2001,537,7478,0.00575020058839262,6682,0.04959630911188
"7112",2002,537,7963,0.00766042948637448,7027,0.0600393700787402
"7113",2003,537,8097,0.00852167469433123,7125,0.0654028436018957
"7114",2004,537,8347,0.00814663951120163,7303,0.0563380281690141
"7115",2005,537,8665,0.00957876514714368,7498,0.0663469224620304
"7116",2006,537,8897,0.011014948859166,7656,0.0766823161189358
"7117",2007,537,9463,0.0138433900454401,8084,0.0892370572207084
"7118",2008,537,9554,0.0123508478124346,8095,0.0763260025873221
"7119",2009,537,9986,0.0187262167033847,8325,0.107843137254902
"7120",1996,538,2959,0.00980060831361947,3652,0.0440729483282675
"7121",1997,538,2814,0.00746268656716418,3613,0.0347682119205298
"7122",1998,538,2657,0.00677455777192322,3689,0.0344168260038241
"7123",1999,538,2515,0.00874751491053678,2021,0.0436507936507936
"7124",2000,538,2360,0.00635593220338983,1885,0.0317124735729387
"7125",2001,538,2458,0.00895036615134255,1992,0.0436507936507936
"7126",2002,538,2717,0.00515274199484726,2117,0.0233722871452421
"7127",2003,538,2737,0.00840336134453781,2198,0.0401396160558464
"7128",2004,538,2685,0.00446927374301676,2096,0.0206896551724138
"7129",2005,538,2736,0.00840643274853801,2107,0.0382059800664452
"7130",2006,538,2738,0.00840029218407597,2147,0.0398613518197574
"7131",2007,538,2821,0.011343495214463,2238,0.0543293718166384
"7132",2008,538,2815,0.01101243339254,2215,0.0525423728813559
"7133",2009,538,3096,0.00904392764857881,2309,0.0472972972972973
"7134",1996,539,8323,0.00528655532860747,11581,0.0287018917155903
"7135",1997,539,8034,0.00572566591984068,11687,0.0329749103942652
"7136",1998,539,7923,0.00567966679288148,12168,0.034324942791762
"7137",1999,539,7819,0.00639467962655071,6782,0.0383141762452107
"7138",2000,539,7788,0.00693374422187982,6537,0.040785498489426
"7139",2001,539,8106,0.00838884776708611,6975,0.0498899486426999
"7140",2002,539,9045,0.00762852404643449,7544,0.0429906542056075
"7141",2003,539,9113,0.00866893448919127,7627,0.0486153846153846
"7142",2004,539,9077,0.00859314751569902,7587,0.0474452554744526
"7143",2005,539,9351,0.01048016254946,7674,0.0563866513233602
"7144",2006,539,9435,0.0109167991520933,7734,0.059025787965616
"7145",2007,539,9643,0.00974800373327802,8042,0.0542412002308136
"7146",2008,539,9990,0.00860860860860861,8278,0.0480984340044743
"7147",2009,539,10930,0.00713632204940531,9179,0.0425299890948746
"7148",1996,540,4058,0.00837851158206013,5963,0.0361702127659574
"7149",1997,540,3984,0.00753012048192771,6138,0.0347222222222222
"7150",1998,540,3745,0.0117489986648865,6402,0.0548628428927681
"7151",1999,540,3604,0.00832408435072142,2925,0.0410396716826265
"7152",2000,540,3587,0.0083635349874547,2906,0.0408719346049046
"7153",2001,540,3630,0.009366391184573,2942,0.0465116279069767
"7154",2002,540,4284,0.0105042016806723,3320,0.0461538461538462
"7155",2003,540,4547,0.0114361117220145,3527,0.0483271375464684
"7156",2004,540,4688,0.0140784982935154,3601,0.0573414422241529
"7157",2005,540,5040,0.0111111111111111,3830,0.0460526315789474
"7158",2006,540,5136,0.0134345794392523,3948,0.0562347188264059
"7159",2007,540,5339,0.0119872635324967,4162,0.0520748576078112
"7160",2008,540,5600,0.0105357142857143,4388,0.047275641025641
"7161",2009,540,6196,0.00839251129761136,4823,0.0380952380952381
"7162",1996,541,9207,0.00662539372216792,14047,0.0374462860650706
"7163",1997,541,9095,0.00879604178119846,14330,0.049109883364027
"7164",1998,541,8921,0.00694989350969622,14781,0.041005291005291
"7165",1999,541,8736,0.00721153846153846,7399,0.0433884297520661
"7166",2000,541,8757,0.00822199383350463,7387,0.0489130434782609
"7167",2001,541,9147,0.00819940964250574,7765,0.0487646293888166
"7168",2002,541,10012,0.00888933280063923,8382,0.0506833712984055
"7169",2003,541,10381,0.00818803583469801,8584,0.0455032119914347
"7170",2004,541,10372,0.00915927497107597,8628,0.0501054852320675
"7171",2005,541,10817,0.00869002496070999,8957,0.0482051282051282
"7172",2006,541,11071,0.0100261945623702,9073,0.054679802955665
"7173",2007,541,11430,0.00874890638670166,9484,0.0490436488474743
"7174",2008,541,11711,0.00751430279224661,9711,0.0428432327166504
"7175",2009,541,13059,0.0085764606784593,11023,0.0530052058684335
"7176",1996,542,5058,0.00434954527481218,7616,0.0235294117647059
"7177",1997,542,4880,0.00573770491803279,7689,0.0318906605922551
"7178",1998,542,4574,0.00677743769129864,7794,0.0383663366336634
"7179",1999,542,4359,0.00550584996558844,3635,0.0318302387267905
"7180",2000,542,4217,0.0066397913208442,3561,0.0402877697841727
"7181",2001,542,4507,0.00576880408253827,3848,0.0358126721763085
"7182",2002,542,5051,0.00811720451395763,4196,0.0441810344827586
"7183",2003,542,5195,0.00750721847930703,4261,0.0401647785787848
"7184",2004,542,5012,0.00698324022346369,4175,0.0376344086021505
"7185",2005,542,5145,0.00932944606413994,4238,0.0517799352750809
"7186",2006,542,5152,0.00873447204968944,4380,0.0484913793103448
"7187",2007,542,5316,0.00959367945823928,4428,0.0547210300429185
"7188",2008,542,5462,0.00787257414866349,4512,0.0431726907630522
"7189",2009,542,6209,0.00885810919632791,5171,0.0504587155963303
"7190",1996,543,7164,0.00446677833612507,10770,0.0412371134020619
"7191",1997,543,7136,0.00504484304932735,10893,0.047556142668428
"7192",1998,543,7009,0.00428021115708375,11206,0.0413793103448276
"7193",1999,543,6990,0.00414878397711016,6350,0.0414285714285714
"7194",2000,543,7018,0.00356226845255058,6313,0.0362844702467344
"7195",2001,543,7289,0.0050761421319797,6633,0.0514603616133519
"7196",2002,543,8070,0.00582403965303594,7225,0.0526905829596413
"7197",2003,543,8329,0.00648337135310361,7428,0.0561330561330561
"7198",2004,543,8565,0.00595446584938704,7622,0.0516717325227964
"7199",2005,543,8778,0.00843016632490317,7745,0.0732673267326733
"7200",2006,543,9017,0.00953754020184097,8006,0.0836575875486381
"7201",2007,543,9335,0.011140867702196,8191,0.0929401251117069
"7202",2008,543,9703,0.0103060908997217,8501,0.0827129859387924
"7203",2009,543,10467,0.00945829750644884,9243,0.080226904376013
"7204",1996,544,15999,0.00650040627539221,22929,0.0340425531914894
