"","tax_yr","zip3","count","b_zip3","count_selfemp_only","b_zip3_selfemp_only"
"1811",2000,137,6762,0.00902099970422952,5672,0.0529513888888889
"1812",2001,137,7406,0.00958682149608426,6260,0.0592654424040067
"1813",2002,137,7990,0.00901126408010013,6632,0.0517241379310345
"1814",2003,137,8094,0.0124783790462071,6639,0.0672436750998668
"1815",2004,137,8024,0.0109670987038883,6539,0.0576293385723641
"1816",2005,137,8032,0.0099601593625498,6646,0.0539083557951483
"1817",2006,137,7977,0.009276670427479,6504,0.0486842105263158
"1818",2007,137,8154,0.0101790532254108,6660,0.0531370038412292
"1819",2008,137,8216,0.00925024342745862,6719,0.0493827160493827
"1820",2009,137,8421,0.0118750742192139,7012,0.0685871056241427
"1821",1996,138,8099,0.00827262625015434,9970,0.04328165374677
"1822",1997,138,7992,0.00825825825825826,10054,0.0453920220082531
"1823",1998,138,7876,0.00901472828847131,10127,0.0493741307371349
"1824",1999,138,7736,0.0107290589451913,6412,0.0611643330876934
"1825",2000,138,6920,0.00997109826589595,5779,0.0550678371907422
"1826",2001,138,7660,0.00926892950391645,6295,0.05049786628734
"1827",2002,138,8214,0.0104699293888483,6700,0.0550576184379001
"1828",2003,138,8052,0.00993541977148535,6646,0.0547945205479452
"1829",2004,138,7886,0.0107785949784428,6449,0.0574712643678161
"1830",2005,138,7905,0.00974067046173308,6500,0.0496134020618557
"1831",2006,138,7914,0.0128885519332828,6413,0.0673712021136063
"1832",2007,138,7885,0.0129359543436906,6381,0.0664495114006515
"1833",2008,138,7889,0.0122956014704018,6452,0.0655848546315078
"1834",2009,138,8175,0.0100305810397554,6816,0.0585714285714286
"1835",1996,139,3836,0.00677789363920751,4948,0.0567685589519651
"1836",1997,139,4025,0.0104347826086957,5141,0.0897435897435897
"1837",1998,139,4189,0.011936022917164,5319,0.105263157894737
"1838",1999,139,4262,0.00703894885030502,3779,0.0641025641025641
"1839",2000,139,3903,0.00640532923392262,3444,0.0558035714285714
"1840",2001,139,4415,0.00883352208380521,3889,0.0740037950664137
"1841",2002,139,4547,0.00945678469320431,3947,0.0714285714285714
"1842",2003,139,4586,0.0133013519406891,3960,0.0947204968944099
"1843",2004,139,4597,0.0130519904285404,3964,0.0956937799043062
"1844",2005,139,4767,0.013425634571009,4080,0.0911680911680912
"1845",2006,139,4786,0.0142081069786878,4067,0.0941828254847645
"1846",2007,139,4856,0.0121499176276771,4082,0.0772251308900524
"1847",2008,139,4712,0.0178268251273345,3931,0.108949416342412
"1848",2009,139,4740,0.0160337552742616,3931,0.106145251396648
"1849",1996,140,16753,0.00746135020593327,25847,0.0454050127134036
"1850",1997,140,16437,0.00784814747216645,25799,0.0491241431835491
"1851",1998,140,16457,0.00753478762836483,26586,0.0476007677543186
"1852",1999,140,16107,0.00782268578878748,13813,0.051681706316653
"1853",2000,140,14617,0.00718341656974755,12488,0.0455729166666667
"1854",2001,140,16406,0.00853346336706083,14063,0.0547516621040282
"1855",2002,140,17891,0.00810463361466659,15191,0.0498624484181568
"1856",2003,140,18113,0.00806050902666593,15450,0.0484084880636605
"1857",2004,140,17857,0.00907207257658061,15092,0.0541082164328657
"1858",2005,140,18190,0.00852116547553601,15238,0.0504557291666667
"1859",2006,140,18028,0.00848679831373419,15240,0.0518117168980698
"1860",2007,140,18157,0.00809605110976483,15381,0.0492627345844504
"1861",2008,140,18569,0.00721632828908396,15745,0.0444591904445919
"1862",2009,140,19461,0.00642310261548738,16730,0.0428228845495033
"1863",1996,141,8528,0.00633208255159475,13119,0.0411271896420411
"1864",1997,141,8327,0.00708538489251831,13116,0.0476190476190476
"1865",1998,141,8348,0.00754671777671299,13455,0.0517666392769104
"1866",1999,141,8270,0.00725513905683192,7096,0.0515021459227468
"1867",2000,141,7663,0.00678585410413676,6588,0.0462222222222222
"1868",2001,141,8320,0.00817307692307692,7227,0.0565723793677205
"1869",2002,141,9064,0.00750220653133275,7778,0.0497803806734993
"1870",2003,141,9091,0.00736992630073699,7813,0.0470836261419536
"1871",2004,141,9021,0.00875734397516905,7673,0.0558698727015559
"1872",2005,141,9258,0.00799308705984014,7830,0.0499325236167341
"1873",2006,141,9267,0.0086327829934175,7877,0.0569395017793594
"1874",2007,141,9335,0.00760578468130691,8013,0.0513748191027496
"1875",2008,141,9333,0.00642880102860816,8046,0.0446096654275093
"1876",2009,141,9784,0.0053147996729354,8557,0.0409771473601261
"1877",1996,142,33118,0.00350262697022767,43883,0.0434782608695652
"1878",1997,142,33736,0.00477235001185677,44542,0.0618992695117263
"1879",1998,142,34965,0.00446160446160446,46633,0.062325209748302
"1880",1999,142,36434,0.00499533402865455,33490,0.0681137724550898
"1881",2000,142,32785,0.00545981393930151,30390,0.0711729622266402
"1882",2001,142,37228,0.00542602342322983,34662,0.0668652763985435
"1883",2002,142,39052,0.00663218273071802,35540,0.0716855798505397
"1884",2003,142,39211,0.00895156971258065,35594,0.0885245901639344
"1885",2004,142,39237,0.0088182073043301,35103,0.0833734939759036
"1886",2005,142,39278,0.00875808340546871,35188,0.0833131508839913
"1887",2006,142,39099,0.00861914626972557,34960,0.0826385483079941
"1888",2007,142,39996,0.0093009300930093,35850,0.0871398453970485
"1889",2008,142,39703,0.00740498199128529,35701,0.07120368127876
"1890",2009,142,39713,0.00866215093294387,35821,0.0841693173476878
"1891",1996,143,4982,0.00401445202729827,6546,0.0505050505050505
"1892",1997,143,4912,0.00427524429967427,6479,0.0580110497237569
"1893",1998,143,5149,0.00524373664789279,6808,0.0712401055408971
"1894",1999,143,5206,0.00614675374567806,4790,0.078239608801956
"1895",2000,143,4714,0.0055154857870174,4339,0.068421052631579
"1896",2001,143,5155,0.00620756547041707,4721,0.0740740740740741
"1897",2002,143,5466,0.00750091474570069,5003,0.086864406779661
"1898",2003,143,5548,0.00775054073540014,5083,0.0942982456140351
"1899",2004,143,5540,0.00649819494584838,5032,0.072289156626506
"1900",2005,143,5436,0.00772626931567329,4958,0.0897435897435897
"1901",2006,143,5514,0.00562205295611172,5025,0.0682819383259912
"1902",2007,143,5612,0.00748396293656451,5171,0.0903225806451613
"1903",2008,143,5616,0.00712250712250712,5076,0.078740157480315
"1904",2009,143,5656,0.00813295615275813,5075,0.0976645435244161
"1905",1996,144,12554,0.00525728851362116,18686,0.0316546762589928
"1906",1997,144,12251,0.00685658313607052,18689,0.0426395939086294
"1907",1998,144,12290,0.0064279902359642,19208,0.0418875927889714
"1908",1999,144,12415,0.00773258155457108,10574,0.0507131537242472
"1909",2000,144,10806,0.00777345918933926,9148,0.0492379835873388
"1910",2001,144,12340,0.00729335494327391,10479,0.0472689075630252
"1911",2002,144,13630,0.00741012472487161,11424,0.0435908502373759
"1912",2003,144,13917,0.00955665732557304,11766,0.057426597582038
"1913",2004,144,13688,0.00927819988310929,11441,0.0538135593220339
"1914",2005,144,13835,0.00997470184315143,11550,0.0574521232306411
"1915",2006,144,14008,0.0102798400913764,11742,0.0616438356164384
"1916",2007,144,14308,0.0101341906625664,11924,0.0580929487179487
"1917",2008,144,14405,0.00826102047900035,12000,0.0490924092409241
"1918",2009,144,15031,0.00805002993812787,12769,0.0516873131140538
"1919",1996,145,11611,0.00766514512100594,17586,0.0418429713211095
"1920",1997,145,11324,0.00785941363475804,17526,0.0446562970396387
"1921",1998,145,11553,0.00813641478403878,18351,0.0476673427991886
"1922",1999,145,11382,0.00948866631523458,9579,0.0552712384851586
"1923",2000,145,10239,0.00888758667838656,8462,0.0501101321585903
"1924",2001,145,11766,0.00807411184769675,9877,0.0458273034249879
"1925",2002,145,13042,0.00927771814138936,10739,0.0488888888888889
"1926",2003,145,13097,0.00984958387416966,10788,0.050767414403778
"1927",2004,145,12978,0.0104792726151949,10574,0.0529388867263527
"1928",2005,145,13362,0.0100284388564586,10888,0.0502625656414104
"1929",2006,145,13504,0.0106635071090047,10959,0.0531365313653137
"1930",2007,145,13594,0.0104457849051052,11051,0.0531437125748503
"1931",2008,145,13871,0.00966044265013337,11266,0.0502437195350581
"1932",2009,145,14519,0.0086094083614574,11916,0.0457707799340901
"1933",1996,146,27848,0.00398592358517667,37314,0.0428240740740741
"1934",1997,146,28522,0.0056447654442185,37833,0.0602996254681648
"1935",1998,146,30021,0.00616235301955298,39672,0.0631183896281133
"1936",1999,146,30994,0.00574304704136284,28182,0.0579427083333333
"1937",2000,146,26009,0.00715137067938021,23180,0.0664048554087826
"1938",2001,146,32191,0.00761082290081079,28351,0.0662520281233099
"1939",2002,146,34026,0.00861106212896021,29903,0.0706024096385542
"1940",2003,146,34079,0.0104463159130256,30163,0.0818955601564297
"1941",2004,146,34354,0.0110904115969028,29860,0.0854068594485541
"1942",2005,146,34927,0.0107939416497266,30287,0.0824945295404814
"1943",2006,146,35280,0.0107426303854875,30725,0.0849204570916424
"1944",2007,146,36480,0.0121436403508772,31801,0.0959705372616984
"1945",2008,146,36611,0.0104886509518997,31848,0.0819987187700192
"1946",2009,146,36708,0.0125585703388907,32088,0.0962622676968052
"1947",1996,147,12025,0.0074012474012474,14946,0.0458290422245108
"1948",1997,147,11728,0.00878240109140518,14944,0.0543248945147679
"1949",1998,147,11859,0.00868538662619108,15203,0.0545550847457627
"1950",1999,147,11742,0.0086016010901039,10014,0.0538092701118807
"1951",2000,147,10103,0.00831436207067208,8586,0.0528301886792453
"1952",2001,147,11739,0.00868898543317148,9845,0.0535995796111403
"1953",2002,147,12404,0.0102386326991293,10252,0.0584983878397052
"1954",2003,147,12392,0.0111362169141382,10324,0.0621341737955876
"1955",2004,147,12274,0.0112432784748248,10058,0.0629562043795621
"1956",2005,147,12190,0.0104183757178015,9999,0.0566964285714286
"1957",2006,147,12069,0.0114342530449913,9893,0.0635651773376324
"1958",2007,147,12210,0.0106470106470106,10082,0.0596330275229358
"1959",2008,147,12224,0.0103075916230366,10097,0.0584415584415584
"1960",2009,147,12630,0.0105304829770388,10577,0.0625882352941177
"1961",1996,148,14498,0.00889777900400055,18517,0.0488821523304282
"1962",1997,148,14342,0.00906428671036118,18621,0.0513022888713496
"1963",1998,148,14505,0.00896242674939676,18987,0.050880626223092
"1964",1999,148,14243,0.00905708067120691,11761,0.0506876227897839
"1965",2000,148,12273,0.00977756049865558,10154,0.0549199084668192
"1966",2001,148,13913,0.0109250341407317,11586,0.0614886731391586
"1967",2002,148,14956,0.0113666755817063,12255,0.0593161200279135
"1968",2003,148,14926,0.013533431595873,12052,0.0666446717255031
"1969",2004,148,14695,0.0132017693092889,11819,0.0649046503847441
"1970",2005,148,14809,0.0113444526976838,11948,0.0570071258907363
"1971",2006,148,14719,0.0136558190094436,11822,0.0676995621421354
"1972",2007,148,14810,0.0143821742066171,12025,0.0734736115902035
"1973",2008,148,14623,0.0115571360186008,11814,0.0581155433287483
"1974",2009,148,15190,0.0101382488479263,12486,0.0549607423269094
"1975",1996,149,3327,0.00601142170123234,4262,0.0586510263929619
"1976",1997,149,3363,0.00505501040737437,4335,0.0516717325227964
"1977",1998,149,3451,0.00753404810199942,4446,0.0734463276836158
"1978",1999,149,3550,0.00985915492957747,3165,0.0938337801608579
"1979",2000,149,3091,0.00970559689420899,2768,0.0946372239747634
"1980",2001,149,3545,0.00987306064880113,3142,0.089058524173028
"1981",2002,149,3784,0.0113636363636364,3309,0.0903361344537815
"1982",2003,149,3714,0.0107700592353258,3225,0.0790513833992095
"1983",2004,149,3701,0.00702512834369089,3223,0.0552016985138004
"1984",2005,149,3694,0.00812127774769897,3227,0.0646551724137931
"1985",2006,149,3723,0.010744023636852,3231,0.0836820083682008
"1986",2007,149,3918,0.0071465033180194,3419,0.0566801619433198
"1987",2008,149,3954,0.00809307030854831,3439,0.0653061224489796
"1988",2009,149,3982,0.00477147162230035,3320,0.04
"1989",1996,150,20681,0.00662443788985059,29390,0.0430006277463905
"1990",1997,150,20985,0.00690969740290684,30308,0.0469103849886768
"1991",1998,150,20492,0.00707593207105212,30753,0.0495049504950495
"1992",1999,150,20110,0.00810542018896072,17367,0.0571929824561404
"1993",2000,150,19548,0.00813382443216697,16967,0.0572972972972973
"1994",2001,150,19742,0.009218924121163,17070,0.0625
"1995",2002,150,21193,0.00981456141178691,18130,0.0633953063090521
"1996",2003,150,21633,0.0109554846761892,18358,0.0687953555878084
"1997",2004,150,21442,0.0113795354910922,18215,0.0690631191621851
"1998",2005,150,21542,0.010583975489741,18111,0.0643885907935611
"1999",2006,150,21216,0.0109351432880845,17893,0.06720741599073
"2000",2007,150,21586,0.0105160752339479,18270,0.0649685174585003
"2001",2008,150,21529,0.0104045705792187,18240,0.0651541593949971
"2002",2009,150,22593,0.00969326782631789,19504,0.0667682926829268
"2003",1996,151,15936,0.00458082329317269,22687,0.0337494220989367
"2004",1997,151,16351,0.0055042505045563,23418,0.0424929178470255
"2005",1998,151,16424,0.00651485630784218,24120,0.0533134030891878
"2006",1999,151,16313,0.00551707227364678,14506,0.0471451021477213
"2007",2000,151,16260,0.00633456334563346,14496,0.0539267015706806
"2008",2001,151,16267,0.00602446671174771,14391,0.0498474059003052
"2009",2002,151,17492,0.00766064486622456,15397,0.058008658008658
"2010",2003,151,17688,0.00864993215739484,15402,0.06288532675709
"2011",2004,151,17476,0.00875486381322957,15275,0.0640435328589368
"2012",2005,151,17545,0.00746651467654602,15191,0.0532520325203252
"2013",2006,151,17540,0.00792474344355758,15170,0.0574617610582885
"2014",2007,151,18066,0.0100188198826525,15613,0.0698841698841699
"2015",2008,151,18279,0.00869850648284917,15803,0.0606870229007634
"2016",2009,151,18522,0.0108519598315517,16205,0.0814424635332253
"2017",1996,152,33265,0.00483992183977153,44848,0.0426490066225166
"2018",1997,152,34685,0.00524722502522704,46361,0.0488328414274215
"2019",1998,152,35136,0.00554986338797814,47801,0.0541065482796892
"2020",1999,152,34929,0.00572590111368777,31277,0.0548546352166758
"2021",2000,152,34141,0.00574089804047919,30957,0.0568280661061177
"2022",2001,152,33395,0.0060488097020512,30016,0.0573863636363636
"2023",2002,152,34552,0.0068302847881454,31327,0.0590886329494241
"2024",2003,152,34893,0.007995873097756,30952,0.0662865288667142
"2025",2004,152,34572,0.00795441397662849,30497,0.0622171945701357
"2026",2005,152,34487,0.0084959549975353,30167,0.0647227744643252
"2027",2006,152,34110,0.00873644092641454,29732,0.0666368515205725
"2028",2007,152,34535,0.0100188214854495,29976,0.0730420097107874
"2029",2008,152,34466,0.0104160622062322,29775,0.072554567502021
"2030",2009,152,34203,0.0117241177674473,29775,0.0858856286142643
"2031",1996,153,8846,0.00757404476599593,11924,0.0465924895688456
"2032",1997,153,9056,0.00662544169611307,12148,0.0414364640883978
"2033",1998,153,8953,0.00781860828772478,12486,0.0483759502418798
"2034",1999,153,8725,0.00802292263610315,7406,0.0494350282485876
"2035",2000,153,8489,0.00895276239839793,7196,0.056005895357406
"2036",2001,153,8498,0.00847258178394916,7240,0.0527472527472527
"2037",2002,153,9090,0.00946094609460946,7681,0.0569913850231942
"2038",2003,153,9068,0.00893250992501103,7613,0.052258064516129
"2039",2004,153,8864,0.0117328519855596,7440,0.0691489361702128
"2040",2005,153,8903,0.00842412669886555,7411,0.0491803278688525
"2041",2006,153,8772,0.00957592339261286,7447,0.058252427184466
"2042",2007,153,8809,0.010103303439664,7501,0.0623686054660126
"2043",2008,153,8792,0.00671064604185623,7507,0.0417256011315417
"2044",2009,153,9006,0.00610703975127693,7796,0.0431034482758621
"2045",1996,154,9948,0.00824286288701247,11971,0.0550335570469799
"2046",1997,154,10458,0.00774526678141136,12523,0.0520565552699229
"2047",1998,154,10406,0.00788006919085143,12878,0.0534898891063275
"2048",1999,154,10343,0.00841148602919849,8905,0.0559485530546624
"2049",2000,154,10055,0.00765788165091994,8641,0.0512991339107262
"2050",2001,154,9716,0.00988060930424043,8346,0.0649087221095335
"2051",2002,154,10077,0.00912970129999008,8712,0.0629705681040383
"2052",2003,154,10153,0.00906136117403723,8804,0.0615796519410977
"2053",2004,154,9815,0.00937340804890474,8432,0.061952861952862
"2054",2005,154,9980,0.00981963927855711,8530,0.0649436713055003
"2055",2006,154,9798,0.00989997958767095,8351,0.0644090305444887
"2056",2007,154,9828,0.0104802604802605,8483,0.0708390646492435
"2057",2008,154,9669,0.00920467473368497,8403,0.064352856109906
"2058",2009,154,9783,0.00971072268220382,8618,0.0755767700875099
"2059",1996,155,5530,0.00922242314647378,6624,0.0416326530612245
"2060",1997,155,5405,0.00962072155411656,6705,0.0442176870748299
"2061",1998,155,5340,0.00786516853932584,6951,0.0378037803780378
"2062",1999,155,5201,0.00980580657565853,4154,0.0461538461538462
"2063",2000,155,5118,0.00957405236420477,4098,0.0450367647058824
"2064",2001,155,5033,0.00774885754023445,4072,0.037037037037037
"2065",2002,155,5430,0.00994475138121547,4329,0.046551724137931
"2066",2003,155,5390,0.00871985157699443,4260,0.0394957983193277
"2067",2004,155,5108,0.0125293657008614,4092,0.0572963294538944
"2068",2005,155,5174,0.0102435253189022,4105,0.0464504820333041
"2069",2006,155,5129,0.0099434587638916,4076,0.0467461044912924
"2070",2007,155,5099,0.0100019611688566,4064,0.0457809694793537
"2071",2008,155,5055,0.0116716122650841,4181,0.0569498069498069
"2072",2009,155,5373,0.00800297785222408,4394,0.0422396856581532
"2073",1996,156,14249,0.00743911853463401,19657,0.0383363471971067
"2074",1997,156,14074,0.00788688361517692,20013,0.0414333706606943
"2075",1998,156,13845,0.00772842181292886,20385,0.0415372670807453
"2076",1999,156,13371,0.00875028045770698,11002,0.0466879489225858
"2077",2000,156,12888,0.00845747982619491,10706,0.0468213058419244
"2078",2001,156,12845,0.00895289996107435,10720,0.0487494701144553
"2079",2002,156,13894,0.0105081330070534,11425,0.0546202768424991
"2080",2003,156,14000,0.0107142857142857,11453,0.0560119492158327
"2081",2004,156,13722,0.00969246465529806,11307,0.050531914893617
"2082",2005,156,13755,0.0104689203925845,11183,0.0536113179448995
"2083",2006,156,13631,0.0102707064778813,11092,0.053030303030303
"2084",2007,156,13660,0.00988286969253294,11251,0.0534441805225653
"2085",2008,156,13700,0.00941605839416058,11346,0.0514354066985646
"2086",2009,156,14383,0.00764791768059515,12180,0.0473933649289099
"2087",1996,157,6523,0.00827839950942818,7986,0.0406015037593985
"2088",1997,157,6372,0.00925925925925926,7982,0.0458430458430458
"2089",1998,157,6235,0.00898155573376103,8047,0.0454914703493095
"2090",1999,157,5978,0.0102040816326531,4870,0.0515202702702703
"2091",2000,157,5996,0.00800533689126084,4895,0.0408858603066439
"2092",2001,157,5793,0.0103573278094252,4749,0.0533807829181495
"2093",2002,157,6071,0.0084005929830341,4930,0.0416326530612245
"2094",2003,157,6029,0.0119422789849063,4853,0.0579243765084473
"2095",2004,157,5820,0.00790378006872852,4727,0.0383973288814691
"2096",2005,157,5711,0.0113815443880231,4544,0.0530612244897959
"2097",2006,157,5669,0.0105838772270242,4567,0.0518134715025907
"2098",2007,157,5635,0.00922803904170364,4571,0.0455341506129597
"2099",2008,157,5565,0.00898472596585804,4485,0.0442086648983201
"2100",2009,157,5813,0.00963357990710476,4794,0.0535885167464115
"2101",1996,158,4921,0.00568990042674253,7161,0.0313549832026876
"2102",1997,158,4777,0.00879212895122462,7201,0.0485549132947977
"2103",1998,158,4713,0.00742626776999788,7256,0.041371158392435
"2104",1999,158,4658,0.0081580077286389,3909,0.0461725394896719
"2105",2000,158,4487,0.00802317806997994,3709,0.0438489646772229
"2106",2001,158,4854,0.0084466419447878,4018,0.0480656506447831
"2107",2002,158,5217,0.00728387962430516,4290,0.0383838383838384
"2108",2003,158,5205,0.00787704130643612,4232,0.0402355250245339
"2109",2004,158,5137,0.00914930893517617,4160,0.0480081716036772
"2110",2005,158,5141,0.00855864617778642,4195,0.0443548387096774
"2111",2006,158,5046,0.00653983353151011,4195,0.037037037037037
"2112",2007,158,5125,0.00897560975609756,4253,0.0497835497835498
"2113",2008,158,5307,0.00584134162426983,4369,0.0320579110651499
"2114",2009,158,5741,0.00836091273297335,4807,0.0502092050209205
"2115",1996,159,8943,0.00514368780051437,11829,0.0359937402190923
"2116",1997,159,8825,0.00645892351274788,11881,0.046875
"2117",1998,159,8504,0.00587958607714017,12024,0.0433275563258232
"2118",1999,159,8282,0.00591644530306689,7218,0.0435555555555556
"2119",2000,159,8176,0.00758317025440313,7121,0.0563124432334242
"2120",2001,159,8144,0.00675343811394892,7125,0.0495049504950495
"2121",2002,159,8568,0.00758636788048553,7423,0.0532350532350532
"2122",2003,159,8394,0.00702883011675006,7220,0.0476190476190476
"2123",2004,159,8218,0.00644925772694086,7129,0.0443514644351464
"2124",2005,159,8254,0.00654228252968258,7141,0.0460358056265985
"2125",2006,159,8037,0.0084608684832649,6955,0.0608228980322004
"2126",2007,159,8202,0.00755913191904414,7106,0.052991452991453
"2127",2008,159,8193,0.00634688148419382,7141,0.0449438202247191
"2128",2009,159,8382,0.00727749940348366,7370,0.0550541516245487
"2129",1996,160,7880,0.00989847715736041,11016,0.0495238095238095
"2130",1997,160,7835,0.00957243139757498,11291,0.0489875898105813
"2131",1998,160,7502,0.00879765395894428,11446,0.046218487394958
"2132",1999,160,7230,0.00940525587828492,5956,0.0506706408345753
"2133",2000,160,7071,0.00905105359920803,5848,0.0477255779269202
"2134",2001,160,7214,0.00831716107568617,5958,0.0442151805453206
"2135",2002,160,7894,0.00823410184950595,6360,0.0406758448060075
"2136",2003,160,7844,0.0133860275369709,6378,0.0669216061185468
"2137",2004,160,7793,0.0134736301809316,6220,0.063752276867031
"2138",2005,160,7839,0.00995024875621891,6254,0.0474164133738602
"2139",2006,160,7769,0.0114557858154203,6232,0.054004854368932
"2140",2007,160,7758,0.0112142304717711,6231,0.0535384615384615
"2141",2008,160,7845,0.00854047163798598,6408,0.0432258064516129
"2142",2009,160,8224,0.0108219844357977,6809,0.0589013898080741
"2143",1996,161,12808,0.00702685821361649,17039,0.0410583941605839
"2144",1997,161,12918,0.00774113639882335,17540,0.0481000481000481
"2145",1998,161,12832,0.00888403990024938,17940,0.0553398058252427
"2146",1999,161,12720,0.00849056603773585,10783,0.0530973451327434
"2147",2000,161,12375,0.00945454545454546,10472,0.0576638738294726
"2148",2001,161,12434,0.00965095705324111,10467,0.0571156592099
"2149",2002,161,13173,0.0114628406589236,11116,0.0629691409507923
"2150",2003,161,13154,0.0117834879124221,10872,0.0635506355063551
"2151",2004,161,12968,0.0119524984577421,10668,0.0634725634725635
"2152",2005,161,12932,0.0110578410145376,10574,0.0584389047813649
"2153",2006,161,12981,0.0109390647869964,10519,0.0561931143648595
"2154",2007,161,13139,0.0130146890935383,10606,0.0652920962199313
"2155",2008,161,13268,0.0108531805848658,10865,0.0574620909816441
"2156",2009,161,13943,0.010686365918382,11683,0.0632159524819686
"2157",1996,162,5181,0.00926462072958888,6542,0.0452830188679245
"2158",1997,162,5111,0.0101741342203091,6683,0.0512820512820513
"2159",1998,162,5005,0.00999000999000999,6727,0.048030739673391
"2160",1999,162,4778,0.013604018417748,3899,0.0692225772097977
"2161",2000,162,4697,0.011070896316798,3767,0.0527383367139959
"2162",2001,162,4685,0.0123799359658485,3734,0.0570304818092429
"2163",2002,162,4929,0.0109555690809495,3920,0.0506091846298032
"2164",2003,162,4955,0.0104944500504541,3930,0.0477502295684114
"2165",2004,162,4816,0.00996677740863787,3894,0.0449017773620206
"2166",2005,162,4798,0.0131304710295957,3785,0.0597722960151803
"2167",2006,162,4767,0.0113278791692889,3742,0.0512333965844402
"2168",2007,162,4768,0.0123741610738255,3805,0.0585898709036743
"2169",2008,162,4767,0.0102790014684288,3844,0.0494949494949495
"2170",2009,162,5018,0.00876843363889996,4089,0.0466101694915254
"2171",1996,163,8957,0.00669867143016635,11733,0.037197768133912
"2172",1997,163,9021,0.00698370468905886,12034,0.0399239543726236
"2173",1998,163,9027,0.00553893873933754,12348,0.0329380764163373
"2174",1999,163,8920,0.00930493273542601,7550,0.0566166439290587
"2175",2000,163,8758,0.00924868691482074,7508,0.0546190155091032
"2176",2001,163,8900,0.00943820224719101,7426,0.0549378678875082
"2177",2002,163,9525,0.00986876640419948,7893,0.053439454235361
"2178",2003,163,9461,0.00877285699186132,7782,0.0478662053056517
"2179",2004,163,9242,0.0103873620428479,7563,0.0548885077186964
"2180",2005,163,9258,0.010801468999784,7585,0.058411214953271
"2181",2006,163,9120,0.00833333333333333,7502,0.0464547677261614
"2182",2007,163,9206,0.0101021073213122,7578,0.0548349056603774
"2183",2008,163,9199,0.00847918251983911,7669,0.0484472049689441
"2184",2009,163,9713,0.00741274580459178,8243,0.046875
"2185",1996,164,7282,0.0105740181268882,9616,0.0503597122302158
"2186",1997,164,7285,0.0102951269732327,9890,0.0497677504976775
"2187",1998,164,7110,0.0127988748241913,10056,0.062585969738652
"2188",1999,164,7059,0.00977475563110922,5676,0.0480167014613779
"2189",2000,164,6915,0.010412147505423,5549,0.0514653323802716
"2190",2001,164,7210,0.00957004160887656,5776,0.0461538461538462
"2191",2002,164,7853,0.0124793072711066,6225,0.0582639714625446
"2192",2003,164,7900,0.0121518987341772,6224,0.0553314121037464
"2193",2004,164,7729,0.0109975417259671,6102,0.0509898020395921
"2194",2005,164,7669,0.01199634893728,6026,0.0540858318636096
"2195",2006,164,7662,0.0108326807622031,6056,0.0503335354760461
"2196",2007,164,7676,0.0106826472120896,6144,0.0494571773220748
"2197",2008,164,7817,0.0112575156709735,6242,0.0540208717004297
"2198",2009,164,8319,0.0102175742276716,6850,0.0544522741832159
"2199",1996,165,10541,0.00645100085380894,14262,0.0623281393217232
"2200",1997,165,10873,0.00469051779637635,14802,0.0508982035928144
"2201",1998,165,11212,0.00588655012486621,15282,0.0637065637065637
"2202",1999,165,11306,0.00477622501326729,10393,0.0552147239263804
"2203",2000,165,11374,0.00395639177070512,10379,0.0448654037886341
"2204",2001,165,11689,0.00650183933612798,10579,0.067435669920142
"2205",2002,165,12400,0.00814516129032258,11047,0.0726618705035971
"2206",2003,165,12535,0.00901475867570802,11097,0.077716643741403
"2207",2004,165,12561,0.00764270360640076,11129,0.0648210668467252
"2208",2005,165,12601,0.0072216490754702,11109,0.0593994778067885
"2209",2006,165,12770,0.00775254502740799,11226,0.0634208840486867
"2210",2007,165,13128,0.00929311395490555,11612,0.0734939759036145
"2211",2008,165,13459,0.00720707333382866,11808,0.0577724836212031
"2212",2009,165,13940,0.00781922525107604,12299,0.0635939323220537
"2213",1996,166,12336,0.00859273670557717,16084,0.0508149568552253
"2214",1997,166,12181,0.00820950660865282,16299,0.0495049504950495
"2215",1998,166,11934,0.00787665493547846,16509,0.0485036119711042
"2216",1999,166,11685,0.0077877620881472,9897,0.0476689366160293
"2217",2000,166,11526,0.00850251605066805,9715,0.052434456928839
"2218",2001,166,11574,0.00777604976671851,9836,0.0493421052631579
"2219",2002,166,12389,0.0089595609007991,10415,0.0539620807000486
"2220",2003,166,12196,0.00803542144965562,10153,0.0473201352003863
"2221",2004,166,11943,0.00870802980825588,10013,0.05002405002405
"2222",2005,166,12070,0.0100248550124275,10291,0.0598121601581809
"2223",2006,166,12008,0.0101598934043971,10124,0.0614300100704935
"2224",2007,166,11963,0.00986374655186826,10122,0.0602348136804492
"2225",2008,166,11955,0.00761187787536596,10160,0.0471014492753623
"2226",2009,166,12694,0.00724751851268316,10931,0.0486001056524036
"2227",1996,167,3067,0.0071731333550701,4028,0.0376068376068376
"2228",1997,167,3115,0.0109149277688604,4121,0.0597539543057996
"2229",1998,167,3124,0.00608194622279129,4189,0.0353817504655493
"2230",1999,167,3043,0.00722970752546829,2590,0.0455486542443064
"2231",2000,167,2967,0.00741489720256151,2448,0.0435643564356436
"2232",2001,167,3024,0.00793650793650794,2542,0.0480961923847695
"2233",2002,167,3150,0.00888888888888889,2614,0.0503597122302158
"2234",2003,167,3109,0.00771952396268897,2561,0.0436363636363636
"2235",2004,167,3056,0.0101439790575916,2421,0.0552584670231729
